human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000105707,NA,ENSG00000105707,HPN,protein_coding,hepsin [Source:HGNC Symbol;Acc:HGNC:5155],HPN
ENSG00000159164,NA,ENSG00000159164,SV2A,protein_coding,synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566],SV2A
ENSG00000174738,NA,ENSG00000174738,NR1D2,protein_coding,nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963],NR1D2
ENSG00000105755,NA,ENSG00000105755,ETHE1,protein_coding,"ETHE1, persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]",ETHE1
ENSG00000175707,NA,ENSG00000175707,KDF1,protein_coding,keratinocyte differentiation factor 1 [Source:HGNC Symbol;Acc:HGNC:26624],KDF1
ENSG00000198833,NA,ENSG00000198833,UBE2J1,protein_coding,ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598],UBE2J1
ENSG00000168079,NA,ENSG00000168079,SCARA5,protein_coding,scavenger receptor class A member 5 [Source:HGNC Symbol;Acc:HGNC:28701],SCARA5
ENSG00000146282,NA,ENSG00000146282,RARS2,protein_coding,"arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]",RARS2
ENSG00000187889,NA,ENSG00000187889,FYB2,protein_coding,FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295],FYB2
ENSG00000141295,NA,ENSG00000141295,SCRN2,protein_coding,secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381],SCRN2
ENSG00000198752,NA,ENSG00000198752,CDC42BPB,protein_coding,CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738],CDC42BPB
ENSG00000134852,NA,ENSG00000134852,CLOCK,protein_coding,clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082],CLOCK
ENSG00000128045,NA,ENSG00000128045,RASL11B,protein_coding,RAS like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804],RASL11B
ENSG00000145439,NA,ENSG00000145439,CBR4,protein_coding,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891],CBR4
ENSG00000137601,NA,ENSG00000137601,NEK1,protein_coding,NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744],NEK1
ENSG00000021355,NA,ENSG00000021355,SERPINB1,protein_coding,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311],SERPINB1
ENSG00000184916,NA,ENSG00000184916,JAG2,protein_coding,jagged 2 [Source:HGNC Symbol;Acc:HGNC:6189],JAG2
ENSG00000204301,NA,ENSG00000204301,NOTCH4,protein_coding,notch 4 [Source:HGNC Symbol;Acc:HGNC:7884],NOTCH4
ENSG00000128908,NA,ENSG00000128908,INO80,protein_coding,INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956],INO80
ENSG00000169857,NA,ENSG00000169857,AVEN,protein_coding,apoptosis and caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509],AVEN
ENSG00000116711,NA,ENSG00000116711,PLA2G4A,protein_coding,phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035],PLA2G4A
ENSG00000146072,NA,ENSG00000146072,TNFRSF21,protein_coding,TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469],TNFRSF21
ENSG00000143815,NA,ENSG00000143815,LBR,protein_coding,lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518],LBR
ENSG00000084676,NA,ENSG00000084676,NCOA1,protein_coding,nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668],NCOA1
ENSG00000009844,NA,ENSG00000009844,VTA1,protein_coding,vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954],VTA1
ENSG00000130340,NA,ENSG00000130340,SNX9,protein_coding,sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973],SNX9
ENSG00000071575,NA,ENSG00000071575,TRIB2,protein_coding,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809],TRIB2
ENSG00000153037,NA,ENSG00000153037,SRP19,protein_coding,signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300],SRP19
ENSG00000184113,NA,ENSG00000184113,CLDN5,protein_coding,claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047],CLDN5
ENSG00000277586,NA,ENSG00000277586,NEFL,protein_coding,neurofilament light [Source:HGNC Symbol;Acc:HGNC:7739],NEFL
ENSG00000153044,NA,ENSG00000153044,CENPH,protein_coding,centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268],CENPH
ENSG00000162614,NA,ENSG00000162614,NEXN,protein_coding,nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557],NEXN
ENSG00000130382,NA,ENSG00000130382,MLLT1,protein_coding,"MLLT1, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]",MLLT1
ENSG00000196581,NA,ENSG00000196581,AJAP1,protein_coding,adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801],AJAP1
ENSG00000102003,NA,ENSG00000102003,SYP,protein_coding,synaptophysin [Source:HGNC Symbol;Acc:HGNC:11506],SYP
ENSG00000101997,NA,ENSG00000101997,CCDC22,protein_coding,coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909],CCDC22
ENSG00000126759,NA,ENSG00000126759,CFP,protein_coding,complement factor properdin [Source:HGNC Symbol;Acc:HGNC:8864],CFP
ENSG00000197753,NA,ENSG00000197753,LHFPL5,protein_coding,LHFPL tetraspan subfamily member 5 [Source:HGNC Symbol;Acc:HGNC:21253],LHFPL5
ENSG00000001167,NA,ENSG00000001167,NFYA,protein_coding,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804],NFYA
ENSG00000015285,NA,ENSG00000015285,WAS,protein_coding,Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731],WAS
ENSG00000101945,NA,ENSG00000101945,SUV39H1,protein_coding,suppressor of variegation 3-9 homolog 1 [Source:HGNC Symbol;Acc:HGNC:11479],SUV39H1
ENSG00000168575,NA,ENSG00000168575,SLC20A2,protein_coding,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947],SLC20A2
ENSG00000187860,NA,ENSG00000187860,CCDC157,protein_coding,coiled-coil domain containing 157 [Source:HGNC Symbol;Acc:HGNC:33854],CCDC157
ENSG00000131051,NA,ENSG00000131051,RBM39,protein_coding,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],RBM39
ENSG00000147443,NA,ENSG00000147443,DOK2,protein_coding,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991],DOK2
ENSG00000111432,NA,ENSG00000111432,FZD10,protein_coding,frizzled class receptor 10 [Source:HGNC Symbol;Acc:HGNC:4039],FZD10
ENSG00000137073,NA,ENSG00000137073,UBAP2,protein_coding,ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185],UBAP2
ENSG00000105953,NA,ENSG00000105953,OGDH,protein_coding,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124],OGDH
ENSG00000198793,NA,ENSG00000198793,MTOR,protein_coding,mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942],MTOR
ENSG00000171819,NA,ENSG00000171819,ANGPTL7,protein_coding,angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078],ANGPTL7
ENSG00000152284,NA,ENSG00000152284,TCF7L1,protein_coding,transcription factor 7 like 1 [Source:HGNC Symbol;Acc:HGNC:11640],TCF7L1
ENSG00000227057,NA,ENSG00000227057,WDR46,protein_coding,WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923],WDR46
ENSG00000166145,NA,ENSG00000166145,SPINT1,protein_coding,"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]",SPINT1
ENSG00000249139,NA,ENSG00000249139,EPPIN-WFDC6,protein_coding,EPPIN-WFDC6 readthrough [Source:HGNC Symbol;Acc:HGNC:38825],EPPIN-WFDC6
ENSG00000243543,NA,ENSG00000243543,WFDC6,protein_coding,WAP four-disulfide core domain 6 [Source:HGNC Symbol;Acc:HGNC:16164],WFDC6
ENSG00000101448,NA,ENSG00000101448,EPPIN,protein_coding,epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:15932],EPPIN
ENSG00000120256,NA,ENSG00000120256,LRP11,protein_coding,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936],LRP11
ENSG00000149651,NA,ENSG00000149651,SPINT4,protein_coding,"serine peptidase inhibitor, Kunitz type 4 [Source:HGNC Symbol;Acc:HGNC:16130]",SPINT4
ENSG00000070778,NA,ENSG00000070778,PTPN21,protein_coding,"protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]",PTPN21
ENSG00000172554,NA,ENSG00000172554,SNTG2,protein_coding,syntrophin gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741],SNTG2
ENSG00000196284,NA,ENSG00000196284,SUPT3H,protein_coding,"SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]",SUPT3H
ENSG00000100934,NA,ENSG00000100934,SEC23A,protein_coding,"Sec23 homolog A, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10701]",SEC23A
ENSG00000010810,NA,ENSG00000010810,FYN,protein_coding,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]",FYN
ENSG00000197892,NA,ENSG00000197892,KIF13B,protein_coding,kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405],KIF13B
ENSG00000127152,NA,ENSG00000127152,BCL11B,protein_coding,B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222],BCL11B
ENSG00000054983,NA,ENSG00000054983,GALC,protein_coding,galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115],GALC
ENSG00000122870,NA,ENSG00000122870,BICC1,protein_coding,BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351],BICC1
ENSG00000183023,NA,ENSG00000183023,SLC8A1,protein_coding,solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068],SLC8A1
ENSG00000138182,NA,ENSG00000138182,KIF20B,protein_coding,kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212],KIF20B
ENSG00000152782,NA,ENSG00000152782,PANK1,protein_coding,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598],PANK1
ENSG00000107771,NA,ENSG00000107771,CCSER2,protein_coding,coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197],CCSER2
ENSG00000165660,NA,ENSG00000165660,ABRAXAS2,protein_coding,"abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]",ABRAXAS2
ENSG00000082482,NA,ENSG00000082482,KCNK2,protein_coding,potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277],KCNK2
ENSG00000171723,NA,ENSG00000171723,GPHN,protein_coding,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465],GPHN
ENSG00000156030,NA,ENSG00000156030,ELMSAN1,protein_coding,ELM2 and Myb/SANT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19853],ELMSAN1
ENSG00000015133,NA,ENSG00000015133,CCDC88C,protein_coding,coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967],CCDC88C
ENSG00000163798,NA,ENSG00000163798,SLC4A1AP,protein_coding,solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813],SLC4A1AP
ENSG00000206113,NA,ENSG00000206113,CFAP99,protein_coding,cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180],CFAP99
ENSG00000092820,NA,ENSG00000092820,EZR,protein_coding,ezrin [Source:HGNC Symbol;Acc:HGNC:12691],EZR
ENSG00000179029,NA,ENSG00000179029,TMEM107,protein_coding,transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128],TMEM107
ENSG00000131183,NA,ENSG00000131183,SLC34A1,protein_coding,solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019],SLC34A1
ENSG00000070614,NA,ENSG00000070614,NDST1,protein_coding,N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680],NDST1
ENSG00000168522,NA,ENSG00000168522,FNTA,protein_coding,"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]",FNTA
ENSG00000179528,NA,ENSG00000179528,LBX2,protein_coding,ladybird homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15525],LBX2
ENSG00000173320,NA,ENSG00000173320,STOX2,protein_coding,storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450],STOX2
ENSG00000182450,NA,ENSG00000182450,KCNK4,protein_coding,potassium two pore domain channel subfamily K member 4 [Source:HGNC Symbol;Acc:HGNC:6279],KCNK4
ENSG00000131171,NA,ENSG00000131171,SH3BGRL,protein_coding,SH3 domain binding glutamate rich protein like [Source:HGNC Symbol;Acc:HGNC:10823],SH3BGRL
ENSG00000102081,NA,ENSG00000102081,FMR1,protein_coding,fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775],FMR1
ENSG00000155827,NA,ENSG00000155827,RNF20,protein_coding,ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062],RNF20
ENSG00000145864,NA,ENSG00000145864,GABRB2,protein_coding,gamma-aminobutyric acid type A receptor beta2 subunit [Source:HGNC Symbol;Acc:HGNC:4082],GABRB2
ENSG00000113580,NA,ENSG00000113580,NR3C1,protein_coding,nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978],NR3C1
ENSG00000205129,NA,ENSG00000205129,C4orf47,protein_coding,chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346],C4orf47
ENSG00000083857,NA,ENSG00000083857,FAT1,protein_coding,FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595],FAT1
ENSG00000174576,NA,ENSG00000174576,NPAS4,protein_coding,neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983],NPAS4
ENSG00000175602,NA,ENSG00000175602,CCDC85B,protein_coding,coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926],CCDC85B
ENSG00000184743,NA,ENSG00000184743,ATL3,protein_coding,atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526],ATL3
ENSG00000123728,NA,ENSG00000123728,RAP2C,protein_coding,"RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]",RAP2C
ENSG00000085871,NA,ENSG00000085871,MGST2,protein_coding,microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063],MGST2
ENSG00000169744,NA,ENSG00000169744,LDB2,protein_coding,LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533],LDB2
ENSG00000224586,NA,ENSG00000224586,GPX5,protein_coding,glutathione peroxidase 5 [Source:HGNC Symbol;Acc:HGNC:4557],GPX5
ENSG00000198704,NA,ENSG00000198704,GPX6,protein_coding,glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558],GPX6
ENSG00000086062,NA,ENSG00000086062,B4GALT1,protein_coding,"beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]",B4GALT1
ENSG00000136925,NA,ENSG00000136925,TSTD2,protein_coding,thiosulfate sulfurtransferase like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30087],TSTD2
ENSG00000197223,NA,ENSG00000197223,C1D,protein_coding,C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911],C1D
ENSG00000112584,NA,ENSG00000112584,FAM120B,protein_coding,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109],FAM120B
ENSG00000042286,NA,ENSG00000042286,AIFM2,protein_coding,"apoptosis inducing factor, mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]",AIFM2
ENSG00000215203,NA,ENSG00000215203,GRXCR1,protein_coding,glutaredoxin and cysteine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31673],GRXCR1
ENSG00000138083,NA,ENSG00000138083,SIX3,protein_coding,SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889],SIX3
ENSG00000068078,NA,ENSG00000068078,FGFR3,protein_coding,fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690],FGFR3
ENSG00000088888,NA,ENSG00000088888,MAVS,protein_coding,mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233],MAVS
ENSG00000148655,NA,ENSG00000148655,LRMDA,protein_coding,leucine rich melanocyte differentiation associated [Source:HGNC Symbol;Acc:HGNC:23405],LRMDA
ENSG00000165406,NA,ENSG00000165406,MARCH8,protein_coding,membrane associated ring-CH-type finger 8 [Source:HGNC Symbol;Acc:HGNC:23356],MARCH8
ENSG00000173267,NA,ENSG00000173267,SNCG,protein_coding,synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141],SNCG
ENSG00000156110,NA,ENSG00000156110,ADK,protein_coding,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257],ADK
ENSG00000132669,NA,ENSG00000132669,RIN2,protein_coding,Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750],RIN2
ENSG00000178645,NA,ENSG00000178645,C10orf53,protein_coding,chromosome 10 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:27421],C10orf53
ENSG00000177045,NA,ENSG00000177045,SIX5,protein_coding,SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891],SIX5
ENSG00000227059,NA,ENSG00000227059,ANHX,protein_coding,anomalous homeobox [Source:HGNC Symbol;Acc:HGNC:40024],ANHX
ENSG00000165929,NA,ENSG00000165929,TC2N,protein_coding,"tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]",TC2N
ENSG00000100815,NA,ENSG00000100815,TRIP11,protein_coding,thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305],TRIP11
ENSG00000137815,NA,ENSG00000137815,RTF1,protein_coding,"RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]",RTF1
ENSG00000133985,NA,ENSG00000133985,TTC9,protein_coding,tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267],TTC9
ENSG00000172086,NA,ENSG00000172086,KRCC1,protein_coding,lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039],KRCC1
ENSG00000137225,NA,ENSG00000137225,CAPN11,protein_coding,calpain 11 [Source:HGNC Symbol;Acc:HGNC:1478],CAPN11
ENSG00000107669,NA,ENSG00000107669,ATE1,protein_coding,arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782],ATE1
ENSG00000112029,NA,ENSG00000112029,FBXO5,protein_coding,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584],FBXO5
ENSG00000152904,NA,ENSG00000152904,GGPS1,protein_coding,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249],GGPS1
ENSG00000151650,NA,ENSG00000151650,VENTX,protein_coding,VENT homeobox [Source:HGNC Symbol;Acc:HGNC:13639],VENTX
ENSG00000172954,NA,ENSG00000172954,LCLAT1,protein_coding,lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756],LCLAT1
ENSG00000054967,NA,ENSG00000054967,RELT,protein_coding,"RELT, TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]",RELT
ENSG00000104047,NA,ENSG00000104047,DTWD1,protein_coding,DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926],DTWD1
ENSG00000173401,NA,ENSG00000173401,GLIPR1L1,protein_coding,GLIPR1 like 1 [Source:HGNC Symbol;Acc:HGNC:28392],GLIPR1L1
ENSG00000180481,NA,ENSG00000180481,GLIPR1L2,protein_coding,GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592],GLIPR1L2
ENSG00000124812,NA,ENSG00000124812,CRISP1,protein_coding,cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304],CRISP1
ENSG00000177989,NA,ENSG00000177989,ODF3B,protein_coding,outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388],ODF3B
ENSG00000070915,NA,ENSG00000070915,SLC12A3,protein_coding,solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912],SLC12A3
ENSG00000169032,NA,ENSG00000169032,MAP2K1,protein_coding,mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840],MAP2K1
ENSG00000174446,NA,ENSG00000174446,SNAPC5,protein_coding,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484],SNAPC5
ENSG00000183571,NA,ENSG00000183571,PGPEP1L,protein_coding,pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080],PGPEP1L
ENSG00000159792,NA,ENSG00000159792,PSKH1,protein_coding,protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529],PSKH1
ENSG00000102974,NA,ENSG00000102974,CTCF,protein_coding,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723],CTCF
ENSG00000166689,NA,ENSG00000166689,PLEKHA7,protein_coding,pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049],PLEKHA7
ENSG00000114805,NA,ENSG00000114805,PLCH1,protein_coding,phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185],PLCH1
ENSG00000170684,NA,ENSG00000170684,ZNF296,protein_coding,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981],ZNF296
ENSG00000110367,NA,ENSG00000110367,DDX6,protein_coding,DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747],DDX6
ENSG00000176102,NA,ENSG00000176102,CSTF3,protein_coding,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485],CSTF3
ENSG00000142327,NA,ENSG00000142327,RNPEPL1,protein_coding,arginyl aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:10079],RNPEPL1
ENSG00000140367,NA,ENSG00000140367,UBE2Q2,protein_coding,ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248],UBE2Q2
ENSG00000058600,NA,ENSG00000058600,POLR3E,protein_coding,RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347],POLR3E
ENSG00000005513,NA,ENSG00000005513,SOX8,protein_coding,SRY-box 8 [Source:HGNC Symbol;Acc:HGNC:11203],SOX8
ENSG00000274209,NA,ENSG00000274209,ANTXRL,protein_coding,ANTXR like [Source:HGNC Symbol;Acc:HGNC:27277],ANTXRL
ENSG00000183978,NA,ENSG00000183978,COA3,protein_coding,cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990],COA3
ENSG00000176273,NA,ENSG00000176273,SLC35G1,protein_coding,solute carrier family 35 member G1 [Source:HGNC Symbol;Acc:HGNC:26607],SLC35G1
ENSG00000151151,NA,ENSG00000151151,IPMK,protein_coding,inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:HGNC:20739],IPMK
ENSG00000108091,NA,ENSG00000108091,CCDC6,protein_coding,coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782],CCDC6
ENSG00000166033,NA,ENSG00000166033,HTRA1,protein_coding,HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476],HTRA1
ENSG00000167701,NA,ENSG00000167701,GPT,protein_coding,glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552],GPT
ENSG00000180628,NA,ENSG00000180628,PCGF5,protein_coding,polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264],PCGF5
ENSG00000234965,NA,ENSG00000234965,SHISA8,protein_coding,shisa family member 8 [Source:HGNC Symbol;Acc:HGNC:18351],SHISA8
ENSG00000100221,NA,ENSG00000100221,JOSD1,protein_coding,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953],JOSD1
ENSG00000100393,NA,ENSG00000100393,EP300,protein_coding,E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373],EP300
ENSG00000100211,NA,ENSG00000100211,CBY1,protein_coding,"chibby family member 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]",CBY1
ENSG00000205629,NA,ENSG00000205629,LCMT1,protein_coding,leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557],LCMT1
ENSG00000197321,NA,ENSG00000197321,SVIL,protein_coding,supervillin [Source:HGNC Symbol;Acc:HGNC:11480],SVIL
ENSG00000178217,NA,ENSG00000178217,SH2D4B,protein_coding,SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440],SH2D4B
ENSG00000099204,NA,ENSG00000099204,ABLIM1,protein_coding,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],ABLIM1
ENSG00000165813,NA,ENSG00000165813,CCDC186,protein_coding,coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349],CCDC186
ENSG00000059573,NA,ENSG00000059573,ALDH18A1,protein_coding,aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722],ALDH18A1
